Year,County,PSI,PSIDescription,Count,Population,ObsRate
2006,El Dorado,25,Accidental Puncture or Laceration,59,134458,43.88
2007,El Dorado,25,Accidental Puncture or Laceration,72,135852,53
2008,El Dorado,25,Accidental Puncture or Laceration,63,137534,45.81
2009,El Dorado,25,Accidental Puncture or Laceration,64,139337,45.93
2010,El Dorado,25,Accidental Puncture or Laceration,45,140597,32.01
2011,El Dorado,25,Accidental Puncture or Laceration,34,141461,24.03
2012,El Dorado,25,Accidental Puncture or Laceration,47,139213,33.76
2013,El Dorado,25,Accidental Puncture or Laceration,33,140808,23.44
2014,El Dorado,25,Accidental Puncture or Laceration,29,146643,19.78
2015,El Dorado,25,Accidental Puncture or Laceration,18,106572,16.89
2005,Fresno,25,Accidental Puncture or Laceration,213,605300,35.19
2006,Fresno,25,Accidental Puncture or Laceration,220,614966,35.77
2007,Fresno,25,Accidental Puncture or Laceration,230,624332,36.84
2008,Fresno,25,Accidental Puncture or Laceration,252,634600,39.71
2009,Fresno,25,Accidental Puncture or Laceration,249,644386,38.64
2010,Fresno,25,Accidental Puncture or Laceration,288,654204,44.02
2011,Fresno,25,Accidental Puncture or Laceration,284,664750,42.72
2012,Fresno,25,Accidental Puncture or Laceration,255,642666,39.68
2013,Fresno,25,Accidental Puncture or Laceration,243,650435,37.36
2014,Fresno,25,Accidental Puncture or Laceration,151,679486,22.22
2015,Fresno,25,Accidental Puncture or Laceration,70,491442,14.24
2005,Glenn,25,Accidental Puncture or Laceration,6,19553,30.69
2006,Glenn,25,Accidental Puncture or Laceration,11,19729,55.76
2007,Glenn,25,Accidental Puncture or Laceration,9,19842,45.36
2008,Glenn,25,Accidental Puncture or Laceration,7,20067,34.88
2009,Glenn,25,Accidental Puncture or Laceration,12,20155,59.54
2010,Glenn,25,Accidental Puncture or Laceration,10,20313,49.23
2011,Glenn,25,Accidental Puncture or Laceration,11,20400,53.92
2012,Glenn,25,Accidental Puncture or Laceration,6,21643,27.72
2013,Glenn,25,Accidental Puncture or Laceration,6,21703,27.65
2014,Glenn,25,Accidental Puncture or Laceration,2,21574,9.27
2015,Glenn,25,Accidental Puncture or Laceration,2,16846,11.87
2005,Humboldt,25,Accidental Puncture or Laceration,56,102809,54.47
2006,Humboldt,25,Accidental Puncture or Laceration,59,103611,56.94
2007,Humboldt,25,Accidental Puncture or Laceration,58,103821,55.87
2008,Humboldt,25,Accidental Puncture or Laceration,43,104570,41.12
2009,Humboldt,25,Accidental Puncture or Laceration,60,105478,56.88
2010,Humboldt,25,Accidental Puncture or Laceration,38,106717,35.61
2011,Humboldt,25,Accidental Puncture or Laceration,25,107013,23.36
2012,Humboldt,25,Accidental Puncture or Laceration,23,105607,21.78
2013,Humboldt,25,Accidental Puncture or Laceration,19,105726,17.97
2014,Humboldt,25,Accidental Puncture or Laceration,23,108619,21.17
2015,Humboldt,25,Accidental Puncture or Laceration,20,79121,25.28
2005,Imperial,25,Accidental Puncture or Laceration,38,109478,34.71
2006,Imperial,25,Accidental Puncture or Laceration,31,112879,27.46
2007,Imperial,25,Accidental Puncture or Laceration,40,115944,34.5
2008,Imperial,25,Accidental Puncture or Laceration,43,118550,36.27
2009,Imperial,25,Accidental Puncture or Laceration,40,121552,32.91
2010,Imperial,25,Accidental Puncture or Laceration,32,124055,25.8
2011,Imperial,25,Accidental Puncture or Laceration,18,125985,14.29
2012,Imperial,25,Accidental Puncture or Laceration,24,122385,19.61
2013,Imperial,25,Accidental Puncture or Laceration,28,122276,22.9
2014,Imperial,25,Accidental Puncture or Laceration,10,130127,7.68
2015,Imperial,25,Accidental Puncture or Laceration,11,92754,11.86
2005,Inyo,25,Accidental Puncture or Laceration,2,14549,13.75
2006,Inyo,25,Accidental Puncture or Laceration,2,14456,13.84
2007,Inyo,25,Accidental Puncture or Laceration,19,14505,130.99
2008,Inyo,25,Accidental Puncture or Laceration,8,14485,55.23
2009,Inyo,25,Accidental Puncture or Laceration,2,14651,13.65
2010,Inyo,25,Accidental Puncture or Laceration,9,14670,61.35
2011,Inyo,25,Accidental Puncture or Laceration,1,14640,6.83
2012,Inyo,25,Accidental Puncture or Laceration,2,16277,12.29
2013,Inyo,25,Accidental Puncture or Laceration,6,16250,36.92
2014,Inyo,25,Accidental Puncture or Laceration,2,15730,12.71
2015,Inyo,25,Accidental Puncture or Laceration,5,12814,39.02
2005,Kern,25,Accidental Puncture or Laceration,221,526395,41.98
2006,Kern,25,Accidental Puncture or Laceration,200,544084,36.76
2007,Kern,25,Accidental Puncture or Laceration,239,557795,42.85
2008,Kern,25,Accidental Puncture or Laceration,207,568635,36.4
2009,Kern,25,Accidental Puncture or Laceration,249,578043,43.08
2010,Kern,25,Accidental Puncture or Laceration,226,587730,38.45
2011,Kern,25,Accidental Puncture or Laceration,193,597565,32.3
2012,Kern,25,Accidental Puncture or Laceration,192,576340,33.31
2013,Kern,25,Accidental Puncture or Laceration,186,583929,31.85
2014,Kern,25,Accidental Puncture or Laceration,176,622019,28.29
2015,Kern,25,Accidental Puncture or Laceration,113,441243,25.61
2005,Kings,25,Accidental Puncture or Laceration,32,104744,30.55
2006,Kings,25,Accidental Puncture or Laceration,30,106917,28.06
2007,Kings,25,Accidental Puncture or Laceration,27,108972,24.78
2008,Kings,25,Accidental Puncture or Laceration,35,110111,31.79
2009,Kings,25,Accidental Puncture or Laceration,42,109913,38.21
2010,Kings,25,Accidental Puncture or Laceration,36,110532,32.57
2011,Kings,25,Accidental Puncture or Laceration,29,111322,26.05
2012,Kings,25,Accidental Puncture or Laceration,26,107485,24.19
2013,Kings,25,Accidental Puncture or Laceration,30,107035,28.03
2014,Kings,25,Accidental Puncture or Laceration,21,114326,18.37
2015,Kings,25,Accidental Puncture or Laceration,16,78983,20.26
2005,Lake,25,Accidental Puncture or Laceration,45,49529,90.86
2006,Lake,25,Accidental Puncture or Laceration,33,49985,66.02
2007,Lake,25,Accidental Puncture or Laceration,41,50130,81.79
2008,Lake,25,Accidental Puncture or Laceration,36,50505,71.28
2009,Lake,25,Accidental Puncture or Laceration,22,50721,43.37
2010,Lake,25,Accidental Puncture or Laceration,26,51151,50.83
2011,Lake,25,Accidental Puncture or Laceration,24,51085,46.98
2012,Lake,25,Accidental Puncture or Laceration,26,51501,50.48
2013,Lake,25,Accidental Puncture or Laceration,28,51581,54.28
2014,Lake,25,Accidental Puncture or Laceration,30,52953,56.65
2015,Lake,25,Accidental Puncture or Laceration,14,39003,35.89
2005,Lassen,25,Accidental Puncture or Laceration,4,27722,14.43
2006,Lassen,25,Accidental Puncture or Laceration,2,27919,7.16
2007,Lassen,25,Accidental Puncture or Laceration,4,29030,13.78
2008,Lassen,25,Accidental Puncture or Laceration,8,28658,27.92
2009,Lassen,25,Accidental Puncture or Laceration,7,28696,24.39
2010,Lassen,25,Accidental Puncture or Laceration,3,28485,10.53
2011,Lassen,25,Accidental Puncture or Laceration,4,28179,14.19
2012,Lassen,25,Accidental Puncture or Laceration,6,29146,20.59
2013,Lassen,25,Accidental Puncture or Laceration,1,27797,3.6
2014,Lassen,25,Accidental Puncture or Laceration,4,29236,13.68
2015,Lassen,25,Accidental Puncture or Laceration,1,20747,4.82
2005,Los Angeles,25,Accidental Puncture or Laceration,"1,703",7202516,23.64
2006,Los Angeles,25,Accidental Puncture or Laceration,"1,772",7208716,24.58
2007,Los Angeles,25,Accidental Puncture or Laceration,"1,732",7223112,23.98
2008,Los Angeles,25,Accidental Puncture or Laceration,"1,733",7281072,23.8
2009,Los Angeles,25,Accidental Puncture or Laceration,"1,584",7353912,21.54
2010,Los Angeles,25,Accidental Puncture or Laceration,"1,619",7416633,21.83
2011,Los Angeles,25,Accidental Puncture or Laceration,"1,536",7504083,20.47
2012,Los Angeles,25,Accidental Puncture or Laceration,"1,404",7317992,19.19
2013,Los Angeles,25,Accidental Puncture or Laceration,"1,238",7410685,16.71
2014,Los Angeles,25,Accidental Puncture or Laceration,"1,016",7525122,13.5
2015,Los Angeles,25,Accidental Puncture or Laceration,795,5622301,14.14
2005,Madera,25,Accidental Puncture or Laceration,44,100047,43.98
2006,Madera,25,Accidental Puncture or Laceration,37,102344,36.15
2007,Madera,25,Accidental Puncture or Laceration,30,104227,28.78
2008,Madera,25,Accidental Puncture or Laceration,45,105909,42.49
2009,Madera,25,Accidental Puncture or Laceration,37,106674,34.69
2010,Madera,25,Accidental Puncture or Laceration,43,108385,39.67
2011,Madera,25,Accidental Puncture or Laceration,55,109902,50.04
2012,Madera,25,Accidental Puncture or Laceration,43,106934,40.21
2013,Madera,25,Accidental Puncture or Laceration,37,107252,34.5
2014,Madera,25,Accidental Puncture or Laceration,27,113845,23.72
2015,Madera,25,Accidental Puncture or Laceration,19,81407,23.34
2005,Marin,25,Accidental Puncture or Laceration,73,194828,37.47
2006,Marin,25,Accidental Puncture or Laceration,76,194956,38.98
2007,Marin,25,Accidental Puncture or Laceration,81,196294,41.26
2008,Marin,25,Accidental Puncture or Laceration,72,197929,36.38
2009,Marin,25,Accidental Puncture or Laceration,68,199904,34.02
2010,Marin,25,Accidental Puncture or Laceration,51,201547,25.3
2011,Marin,25,Accidental Puncture or Laceration,44,203181,21.66
2012,Marin,25,Accidental Puncture or Laceration,55,200046,27.49
2013,Marin,25,Accidental Puncture or Laceration,39,202161,19.29
2014,Marin,25,Accidental Puncture or Laceration,37,201613,18.35
2015,Marin,25,Accidental Puncture or Laceration,22,152906,14.39
2005,Mariposa,25,Accidental Puncture or Laceration,4,14466,27.65
2006,Mariposa,25,Accidental Puncture or Laceration,4,14728,27.16
2007,Mariposa,25,Accidental Puncture or Laceration,9,14903,60.39
2008,Mariposa,25,Accidental Puncture or Laceration,8,14996,53.35
2009,Mariposa,25,Accidental Puncture or Laceration,5,14925,33.5
2010,Mariposa,25,Accidental Puncture or Laceration,5,15017,33.3
2011,Mariposa,25,Accidental Puncture or Laceration,4,15033,26.61
2012,Mariposa,25,Accidental Puncture or Laceration,3,16563,18.11
2013,Mariposa,25,Accidental Puncture or Laceration,1,16491,6.06
2014,Mariposa,25,Accidental Puncture or Laceration,6,16334,36.73
2015,Mariposa,25,Accidental Puncture or Laceration,2,12911,15.49
2005,Mendocino,25,Accidental Puncture or Laceration,33,67693,48.75
2006,Mendocino,25,Accidental Puncture or Laceration,35,67469,51.88
2007,Mendocino,25,Accidental Puncture or Laceration,37,67582,54.75
2008,Mendocino,25,Accidental Puncture or Laceration,40,68025,58.8
2009,Mendocino,25,Accidental Puncture or Laceration,31,68421,45.31
2010,Mendocino,25,Accidental Puncture or Laceration,21,68517,30.65
2011,Mendocino,25,Accidental Puncture or Laceration,34,68336,49.75
2012,Mendocino,25,Accidental Puncture or Laceration,16,68344,23.41
2013,Mendocino,25,Accidental Puncture or Laceration,25,68379,36.56
2014,Mendocino,25,Accidental Puncture or Laceration,22,69334,31.73
2015,Mendocino,25,Accidental Puncture or Laceration,20,51516,38.82
2005,Merced,25,Accidental Puncture or Laceration,68,162795,41.77
2006,Merced,25,Accidental Puncture or Laceration,55,165009,33.33
2007,Merced,25,Accidental Puncture or Laceration,65,167724,38.75
2008,Merced,25,Accidental Puncture or Laceration,51,169736,30.05
2009,Merced,25,Accidental Puncture or Laceration,55,171809,32.01
2010,Merced,25,Accidental Puncture or Laceration,55,175232,31.39
2011,Merced,25,Accidental Puncture or Laceration,63,178783,35.24
2012,Merced,25,Accidental Puncture or Laceration,45,174274,25.82
2013,Merced,25,Accidental Puncture or Laceration,49,176084,27.83
2014,Merced,25,Accidental Puncture or Laceration,42,184892,22.72
2015,Merced,25,Accidental Puncture or Laceration,19,133727,14.21
2005,Modoc,25,Accidental Puncture or Laceration,2,7407,27
2006,Modoc,25,Accidental Puncture or Laceration,1,7461,13.4
2007,Modoc,25,Accidental Puncture or Laceration,1,7429,13.46
2008,Modoc,25,Accidental Puncture or Laceration,4,7469,53.55
2009,Modoc,25,Accidental Puncture or Laceration,1,7565,13.22
2010,Modoc,25,Accidental Puncture or Laceration,1,7599,13.16
2011,Modoc,25,Accidental Puncture or Laceration,2,7517,26.61
2012,Modoc,25,Accidental Puncture or Laceration,1,9249,10.81
2013,Modoc,25,Accidental Puncture or Laceration,1,9141,10.94
2014,Modoc,25,Accidental Puncture or Laceration,1,8570,11.67
2015,Modoc,25,Accidental Puncture or Laceration,2,7417,26.97
2005,Mono,25,Accidental Puncture or Laceration,1,10514,9.51
2006,Mono,25,Accidental Puncture or Laceration,2,10747,18.61
2007,Mono,25,Accidental Puncture or Laceration,1,10719,9.33
2008,Mono,25,Accidental Puncture or Laceration,0,10892,0
2009,Mono,25,Accidental Puncture or Laceration,2,11055,18.09
2010,Mono,25,Accidental Puncture or Laceration,2,11224,17.82
2011,Mono,25,Accidental Puncture or Laceration,1,11294,8.85
2012,Mono,25,Accidental Puncture or Laceration,2,13186,15.17
2013,Mono,25,Accidental Puncture or Laceration,1,12990,7.7
2014,Mono,25,Accidental Puncture or Laceration,1,12503,8
2015,Mono,25,Accidental Puncture or Laceration,1,10444,9.57
2005,Monterey,25,Accidental Puncture or Laceration,118,294634,40.05
2006,Monterey,25,Accidental Puncture or Laceration,94,292832,32.1
2007,Monterey,25,Accidental Puncture or Laceration,85,293684,28.94
2008,Monterey,25,Accidental Puncture or Laceration,65,296155,21.95
2009,Monterey,25,Accidental Puncture or Laceration,87,299502,29.05
2010,Monterey,25,Accidental Puncture or Laceration,79,304351,25.96
2011,Monterey,25,Accidental Puncture or Laceration,83,308056,26.94
2012,Monterey,25,Accidental Puncture or Laceration,45,301958,14.9
2013,Monterey,25,Accidental Puncture or Laceration,59,304287,19.39
2014,Monterey,25,Accidental Puncture or Laceration,48,305907,15.69
2015,Monterey,25,Accidental Puncture or Laceration,37,229305,16.14
2005,Napa,25,Accidental Puncture or Laceration,65,99628,65.24
2006,Napa,25,Accidental Puncture or Laceration,55,100569,54.69
2007,Napa,25,Accidental Puncture or Laceration,55,101701,54.08
2008,Napa,25,Accidental Puncture or Laceration,44,102958,42.74
2009,Napa,25,Accidental Puncture or Laceration,46,103909,44.27
2010,Napa,25,Accidental Puncture or Laceration,53,105302,50.33
2011,Napa,25,Accidental Puncture or Laceration,45,106488,42.26
2012,Napa,25,Accidental Puncture or Laceration,50,106095,47.13
2013,Napa,25,Accidental Puncture or Laceration,33,107433,30.72
2014,Napa,25,Accidental Puncture or Laceration,29,108610,26.7
2015,Napa,25,Accidental Puncture or Laceration,9,82361,10.93
2005,Nevada,25,Accidental Puncture or Laceration,31,77111,40.2
2006,Nevada,25,Accidental Puncture or Laceration,31,77728,39.88
2007,Nevada,25,Accidental Puncture or Laceration,36,78179,46.05
2008,Nevada,25,Accidental Puncture or Laceration,37,78803,46.95
2009,Nevada,25,Accidental Puncture or Laceration,42,79505,52.83
2010,Nevada,25,Accidental Puncture or Laceration,32,80098,39.95
2011,Nevada,25,Accidental Puncture or Laceration,23,80389,28.61
2012,Nevada,25,Accidental Puncture or Laceration,24,80329,29.88
2013,Nevada,25,Accidental Puncture or Laceration,22,80699,27.26
2014,Nevada,25,Accidental Puncture or Laceration,20,82513,24.24
2015,Nevada,25,Accidental Puncture or Laceration,10,61125,16.36
2005,Orange,25,Accidental Puncture or Laceration,545,2180617,24.99
2006,Orange,25,Accidental Puncture or Laceration,634,2185121,29.01
2007,Orange,25,Accidental Puncture or Laceration,734,2194736,33.44
2008,Orange,25,Accidental Puncture or Laceration,671,2219901,30.23
2009,Orange,25,Accidental Puncture or Laceration,578,2249030,25.7
2010,Orange,25,Accidental Puncture or Laceration,604,2279215,26.5
2011,Orange,25,Accidental Puncture or Laceration,502,2319605,21.64
2012,Orange,25,Accidental Puncture or Laceration,498,2270432,21.93
2013,Orange,25,Accidental Puncture or Laceration,451,2303808,19.58
2014,Orange,25,Accidental Puncture or Laceration,355,2330275,15.23
2015,Orange,25,Accidental Puncture or Laceration,257,1754644,14.65
2005,Placer,25,Accidental Puncture or Laceration,83,233967,35.48
2006,Placer,25,Accidental Puncture or Laceration,98,241760,40.54
2007,Placer,25,Accidental Puncture or Laceration,84,247749,33.91
2008,Placer,25,Accidental Puncture or Laceration,90,254728,35.33
2009,Placer,25,Accidental Puncture or Laceration,97,260230,37.27
2010,Placer,25,Accidental Puncture or Laceration,116,265780,43.65
2011,Placer,25,Accidental Puncture or Laceration,107,272624,39.25
2012,Placer,25,Accidental Puncture or Laceration,86,269220,31.94
2013,Placer,25,Accidental Puncture or Laceration,93,275142,33.8
2014,Placer,25,Accidental Puncture or Laceration,87,291385,29.86
2015,Placer,25,Accidental Puncture or Laceration,38,211518,17.97
2005,Plumas,25,Accidental Puncture or Laceration,8,16762,47.73
2006,Plumas,25,Accidental Puncture or Laceration,8,16591,48.22
2007,Plumas,25,Accidental Puncture or Laceration,5,16601,30.12
2008,Plumas,25,Accidental Puncture or Laceration,4,16521,24.21
2009,Plumas,25,Accidental Puncture or Laceration,4,16384,24.41
2010,Plumas,25,Accidental Puncture or Laceration,3,16311,18.39
2011,Plumas,25,Accidental Puncture or Laceration,6,16239,36.95
2012,Plumas,25,Accidental Puncture or Laceration,3,17560,17.08
2013,Plumas,25,Accidental Puncture or Laceration,1,17229,5.8
2014,Plumas,25,Accidental Puncture or Laceration,1,16981,5.89
2015,Plumas,25,Accidental Puncture or Laceration,0,13235,0
2005,Riverside,25,Accidental Puncture or Laceration,466,1365225,34.13
2006,Riverside,25,Accidental Puncture or Laceration,444,1423074,31.2
2007,Riverside,25,Accidental Puncture or Laceration,420,1468741,28.6
2008,Riverside,25,Accidental Puncture or Laceration,457,1497677,30.51
2009,Riverside,25,Accidental Puncture or Laceration,417,1532584,27.21
2010,Riverside,25,Accidental Puncture or Laceration,429,1579716,27.16
2011,Riverside,25,Accidental Puncture or Laceration,411,1618245,25.4
2012,Riverside,25,Accidental Puncture or Laceration,339,1578971,21.47
2013,Riverside,25,Accidental Puncture or Laceration,303,1608253,18.84
2014,Riverside,25,Accidental Puncture or Laceration,262,1723126,15.2
2015,Riverside,25,Accidental Puncture or Laceration,161,1235866,13.03
2005,Sacramento,25,Accidental Puncture or Laceration,386,1001691,38.53
2006,Sacramento,25,Accidental Puncture or Laceration,363,1010429,35.93
2007,Sacramento,25,Accidental Puncture or Laceration,430,1020852,42.12
2008,Sacramento,25,Accidental Puncture or Laceration,372,1032542,36.03
2009,Sacramento,25,Accidental Puncture or Laceration,325,1046094,31.07
2010,Sacramento,25,Accidental Puncture or Laceration,347,1058518,32.78
2011,Sacramento,25,Accidental Puncture or Laceration,332,1075584,30.87
2012,Sacramento,25,Accidental Puncture or Laceration,324,1052498,30.78
2013,Sacramento,25,Accidental Puncture or Laceration,307,1066996,28.77
2014,Sacramento,25,Accidental Puncture or Laceration,268,1102714,24.3
2015,Sacramento,25,Accidental Puncture or Laceration,130,812828,15.99
2005,San Benito,25,Accidental Puncture or Laceration,7,38212,18.32
2006,San Benito,25,Accidental Puncture or Laceration,16,37946,42.17
2007,San Benito,25,Accidental Puncture or Laceration,16,37962,42.15
2008,San Benito,25,Accidental Puncture or Laceration,6,38262,15.68
